seed,method,query_index,query_type,retrieve_tool,process_tool,reward,cost_tokens,latency_ms
3,pheromone_router,34,factual-lookup,web_search,small_llm,0.20062361500126863,1500,150
3,pheromone_router,35,math-calculation,knowledge_base,small_llm,-0.012847957688684769,1120,110
3,pheromone_router,36,text-summarization,web_search,small_llm,0.19237711550728076,1500,150
3,pheromone_router,37,text-summarization,knowledge_base,regex_processor,0.06777807574574567,200,30
3,pheromone_router,38,factual-lookup,vector_db,small_llm,0.10993960247943771,1150,105
3,pheromone_router,39,factual-lookup,knowledge_base,small_llm,0.20875894943006926,1120,110
3,pheromone_router,40,math-calculation,web_search,small_llm,-0.20715479754055774,1500,150
3,pheromone_router,41,code-snippet,web_search,small_llm,0.15706049743483985,1500,150
3,pheromone_router,42,code-snippet,vector_db,small_llm,0.44972741035527863,1150,105
3,pheromone_router,43,text-summarization,knowledge_base,small_llm,0.3662571021673452,1120,110
3,pheromone_router,44,math-calculation,vector_db,small_llm,-0.005713440710119838,1150,105
3,pheromone_router,45,factual-lookup,web_search,small_llm,0.26337604211894644,1500,150
3,pheromone_router,46,text-summarization,knowledge_base,small_llm,0.2518303990297238,1120,110
3,pheromone_router,47,factual-lookup,knowledge_base,small_llm,0.3421806462675142,1120,110
3,pheromone_router,48,text-summarization,knowledge_base,small_llm,0.2555425004828512,1120,110
3,pheromone_router,49,factual-lookup,web_search,small_llm,0.310206990968886,1500,150
3,pheromone_router,50,text-summarization,knowledge_base,small_llm,0.3373660238796454,1120,110
3,pheromone_router,51,math-calculation,web_search,small_llm,-0.23207803248595532,1500,150
3,pheromone_router,52,code-snippet,vector_db,small_llm,0.33147639391611905,1150,105
3,pheromone_router,53,math-calculation,knowledge_base,regex_processor,0.09646266024011797,200,30
3,pheromone_router,54,math-calculation,vector_db,small_llm,-0.038397617578157295,1150,105
3,pheromone_router,55,math-calculation,vector_db,small_llm,-0.0707912980452701,1150,105
3,pheromone_router,56,math-calculation,web_search,small_llm,-0.15942369801059328,1500,150
3,pheromone_router,57,text-summarization,web_search,small_llm,0.28890036710474526,1500,150
3,pheromone_router,58,code-snippet,web_search,small_llm,0.2229678815510709,1500,150
3,pheromone_router,59,text-summarization,knowledge_base,small_llm,0.20446840888866588,1120,110
3,pheromone_router,60,code-snippet,web_search,small_llm,0.2641825358188353,1500,150
3,pheromone_router,61,math-calculation,knowledge_base,small_llm,-0.050259518470764875,1120,110
3,pheromone_router,62,factual-lookup,web_search,small_llm,0.20947611580449294,1500,150
3,pheromone_router,63,factual-lookup,knowledge_base,calculator,0.04030008251186279,180,25
3,pheromone_router,64,code-snippet,web_search,small_llm,0.21805186630130452,1500,150
3,pheromone_router,65,code-snippet,web_search,small_llm,0.23054499590459937,1500,150
3,pheromone_router,66,text-summarization,knowledge_base,small_llm,0.27891726820758034,1120,110
3,pheromone_router,67,factual-lookup,knowledge_base,small_llm,0.2698701799842843,1120,110
3,pheromone_router,68,text-summarization,knowledge_base,small_llm,0.19708465202697953,1120,110
3,pheromone_router,69,factual-lookup,web_search,small_llm,0.37147474801176,1500,150
3,pheromone_router,70,text-summarization,vector_db,small_llm,0.5357477948066738,1150,105
3,pheromone_router,71,code-snippet,web_search,small_llm,0.23362793622458938,1500,150
3,pheromone_router,72,factual-lookup,vector_db,calculator,0.05085300018136108,210,20
3,pheromone_router,73,math-calculation,knowledge_base,small_llm,-0.023710822084570288,1120,110
3,pheromone_router,74,math-calculation,vector_db,small_llm,-0.07008851991517867,1150,105
3,pheromone_router,75,text-summarization,web_search,small_llm,0.16670336266350472,1500,150
3,pheromone_router,76,text-summarization,knowledge_base,small_llm,0.2958385059490046,1120,110
3,pheromone_router,77,text-summarization,web_search,calculator,-0.09603813189472728,560,65
3,pheromone_router,78,factual-lookup,web_search,small_llm,0.3019385727685235,1500,150
3,pheromone_router,79,math-calculation,knowledge_base,small_llm,-0.037297067006291484,1120,110
3,pheromone_router,80,code-snippet,web_search,small_llm,0.22929563881728904,1500,150
3,pheromone_router,81,factual-lookup,knowledge_base,small_llm,0.25814037418302693,1120,110
3,pheromone_router,82,code-snippet,web_search,small_llm,0.11087453079107767,1500,150
3,pheromone_router,83,text-summarization,knowledge_base,small_llm,0.18648828859313785,1120,110
3,pheromone_router,84,math-calculation,knowledge_base,small_llm,-0.025836508645823236,1120,110
3,pheromone_router,85,text-summarization,knowledge_base,small_llm,0.3040748725526716,1120,110
3,pheromone_router,86,code-snippet,knowledge_base,small_llm,0.13168647104989903,1120,110
3,pheromone_router,87,code-snippet,web_search,small_llm,0.20415031776054532,1500,150
3,pheromone_router,88,factual-lookup,knowledge_base,small_llm,0.26765271215765496,1120,110
3,pheromone_router,89,factual-lookup,knowledge_base,small_llm,0.24278538889987708,1120,110
3,pheromone_router,90,factual-lookup,knowledge_base,regex_processor,0.16088130060480615,200,30
3,pheromone_router,91,code-snippet,web_search,regex_processor,0.29920044931751777,580,70
3,pheromone_router,92,math-calculation,knowledge_base,small_llm,-0.000899060085844422,1120,110
3,pheromone_router,93,math-calculation,web_search,small_llm,-0.13391309937432794,1500,150
3,pheromone_router,94,text-summarization,vector_db,small_llm,0.5301568047551858,1150,105
3,pheromone_router,95,math-calculation,vector_db,small_llm,-0.06027444553600861,1150,105
3,pheromone_router,96,code-snippet,web_search,small_llm,0.19639926820973752,1500,150
3,pheromone_router,97,text-summarization,vector_db,small_llm,0.5002815331766801,1150,105
3,pheromone_router,98,math-calculation,knowledge_base,small_llm,-0.046703834951594275,1120,110
3,pheromone_router,99,code-snippet,knowledge_base,small_llm,0.19456347258688841,1120,110
4,pheromone_router,0,factual-lookup,vector_db,regex_processor,0.10843348367930337,230,25
4,pheromone_router,1,text-summarization,knowledge_base,small_llm,0.19759061079068055,1120,110
4,pheromone_router,2,code-snippet,web_search,small_llm,0.17548379972756184,1500,150
4,pheromone_router,3,code-snippet,web_search,small_llm,0.17898670085725804,1500,150
4,pheromone_router,4,math-calculation,vector_db,small_llm,-0.08683931299071163,1150,105
4,pheromone_router,5,math-calculation,vector_db,regex_processor,0.05368136519731788,230,25
4,pheromone_router,6,math-calculation,vector_db,small_llm,-0.07958382614206594,1150,105
4,pheromone_router,7,factual-lookup,vector_db,small_llm,0.1592976784385388,1150,105
4,pheromone_router,8,text-summarization,knowledge_base,regex_processor,0.1221680383587584,200,30
4,pheromone_router,9,text-summarization,web_search,small_llm,0.17001259881510616,1500,150
4,pheromone_router,10,factual-lookup,vector_db,small_llm,0.26724557477783817,1150,105
4,pheromone_router,11,factual-lookup,knowledge_base,small_llm,0.22293617955707315,1120,110
4,pheromone_router,12,math-calculation,knowledge_base,small_llm,-0.08107642970261747,1120,110
4,pheromone_router,13,code-snippet,vector_db,small_llm,0.36889231219746255,1150,105
4,pheromone_router,14,text-summarization,vector_db,small_llm,0.48117827059686336,1150,105
4,pheromone_router,15,math-calculation,knowledge_base,small_llm,-0.06976709760907651,1120,110
4,pheromone_router,16,factual-lookup,vector_db,small_llm,0.20524769844496973,1150,105
4,pheromone_router,17,math-calculation,vector_db,small_llm,-0.04272280459165964,1150,105
4,pheromone_router,18,factual-lookup,knowledge_base,small_llm,0.28988593197671064,1120,110
4,pheromone_router,19,code-snippet,web_search,calculator,0.018016931641776868,560,65
4,pheromone_router,20,code-snippet,web_search,small_llm,0.27506006500806807,1500,150
4,pheromone_router,21,code-snippet,vector_db,small_llm,0.39423793819264685,1150,105
4,pheromone_router,22,factual-lookup,web_search,small_llm,0.30676301069627937,1500,150
4,pheromone_router,23,math-calculation,knowledge_base,small_llm,-0.025402898808498636,1120,110
4,pheromone_router,24,code-snippet,vector_db,small_llm,0.4252314158950061,1150,105
4,pheromone_router,25,text-summarization,vector_db,small_llm,0.4946787700246912,1150,105
4,pheromone_router,26,math-calculation,knowledge_base,small_llm,-0.052567683901583784,1120,110
4,pheromone_router,27,factual-lookup,vector_db,small_llm,0.17355501763044792,1150,105
4,pheromone_router,28,text-summarization,vector_db,small_llm,0.49565080707644915,1150,105
4,pheromone_router,29,text-summarization,vector_db,small_llm,0.5351901967286752,1150,105
4,pheromone_router,30,code-snippet,vector_db,small_llm,0.4103117823573882,1150,105
4,pheromone_router,31,code-snippet,web_search,small_llm,0.26702704598318144,1500,150
4,pheromone_router,32,code-snippet,web_search,small_llm,0.2635671810136259,1500,150
4,pheromone_router,33,factual-lookup,vector_db,small_llm,0.1761758985701852,1150,105
4,pheromone_router,34,factual-lookup,web_search,small_llm,0.2561048308410749,1500,150
4,pheromone_router,35,math-calculation,vector_db,small_llm,-0.103126629892335,1150,105
4,pheromone_router,36,text-summarization,knowledge_base,small_llm,0.170859758936336,1120,110
4,pheromone_router,37,text-summarization,vector_db,small_llm,0.6015888138296809,1150,105
4,pheromone_router,38,factual-lookup,web_search,small_llm,0.2411949650472916,1500,150
4,pheromone_router,39,factual-lookup,vector_db,small_llm,0.21417818098955912,1150,105
4,pheromone_router,40,math-calculation,vector_db,small_llm,-0.0010840107841035285,1150,105
4,pheromone_router,41,code-snippet,knowledge_base,small_llm,0.05693099674237104,1120,110
4,pheromone_router,42,code-snippet,vector_db,small_llm,0.3348721868091217,1150,105
4,pheromone_router,43,text-summarization,vector_db,regex_processor,0.24241226960448053,230,25
4,pheromone_router,44,math-calculation,vector_db,small_llm,-0.056883461977582456,1150,105
4,pheromone_router,45,factual-lookup,knowledge_base,small_llm,0.36009705991493846,1120,110
4,pheromone_router,46,text-summarization,vector_db,small_llm,0.43599748030550345,1150,105
4,pheromone_router,47,factual-lookup,web_search,small_llm,0.3347414331519936,1500,150
4,pheromone_router,48,text-summarization,web_search,small_llm,0.24842955990800203,1500,150
4,pheromone_router,49,factual-lookup,vector_db,small_llm,0.22696210070402087,1150,105
4,pheromone_router,50,text-summarization,knowledge_base,small_llm,0.31363575036729974,1120,110
4,pheromone_router,51,math-calculation,web_search,small_llm,-0.12257041697879573,1500,150
4,pheromone_router,52,code-snippet,vector_db,calculator,0.05516042400732326,210,20
4,pheromone_router,53,math-calculation,vector_db,small_llm,-0.09351208237598524,1150,105
4,pheromone_router,54,math-calculation,vector_db,small_llm,-0.07586040417272405,1150,105
4,pheromone_router,55,math-calculation,vector_db,calculator,0.2440119782328671,210,20
4,pheromone_router,56,math-calculation,knowledge_base,small_llm,0.01772918850329544,1120,110
4,pheromone_router,57,text-summarization,knowledge_base,small_llm,0.21408659693976442,1120,110
4,pheromone_router,58,code-snippet,web_search,small_llm,0.1598485893804718,1500,150
4,pheromone_router,59,text-summarization,knowledge_base,small_llm,0.29554860276806394,1120,110
4,pheromone_router,60,code-snippet,web_search,small_llm,0.25523615717816167,1500,150
4,pheromone_router,61,math-calculation,knowledge_base,small_llm,-0.08262147075340995,1120,110
4,pheromone_router,62,factual-lookup,vector_db,small_llm,0.263368907127874,1150,105
4,pheromone_router,63,factual-lookup,knowledge_base,regex_processor,0.11938573360954167,200,30
4,pheromone_router,64,code-snippet,web_search,small_llm,0.06733377714209782,1500,150
4,pheromone_router,65,code-snippet,knowledge_base,regex_processor,0.23226170038312816,200,30
4,pheromone_router,66,text-summarization,knowledge_base,small_llm,0.17976758886104746,1120,110
4,pheromone_router,67,factual-lookup,knowledge_base,small_llm,0.27063147558897027,1120,110
4,pheromone_router,68,text-summarization,vector_db,calculator,-0.03306161860825032,210,20
4,pheromone_router,69,factual-lookup,web_search,regex_processor,0.13316941261726423,580,70
4,pheromone_router,70,text-summarization,vector_db,small_llm,0.4552598673341701,1150,105
4,pheromone_router,71,code-snippet,web_search,small_llm,0.218176125594647,1500,150
4,pheromone_router,72,factual-lookup,vector_db,small_llm,0.1950555938662403,1150,105
4,pheromone_router,73,math-calculation,web_search,small_llm,-0.1813012838480867,1500,150
4,pheromone_router,74,math-calculation,vector_db,small_llm,-0.019583400236711984,1150,105
4,pheromone_router,75,text-summarization,knowledge_base,small_llm,0.264760814222909,1120,110
4,pheromone_router,76,text-summarization,web_search,small_llm,0.15881723013959853,1500,150
4,pheromone_router,77,text-summarization,knowledge_base,small_llm,0.24082805601562193,1120,110
4,pheromone_router,78,factual-lookup,web_search,small_llm,0.23309758158939758,1500,150
4,pheromone_router,79,math-calculation,vector_db,small_llm,-0.099347702204708,1150,105
4,pheromone_router,80,code-snippet,web_search,small_llm,0.1853122008218115,1500,150
4,pheromone_router,81,factual-lookup,vector_db,small_llm,0.27333449655061215,1150,105
4,pheromone_router,82,code-snippet,web_search,small_llm,0.11686041207555858,1500,150
4,pheromone_router,83,text-summarization,knowledge_base,small_llm,0.30310228791097327,1120,110
4,pheromone_router,84,math-calculation,knowledge_base,small_llm,-0.01442390359178608,1120,110
4,pheromone_router,85,text-summarization,knowledge_base,small_llm,0.2800141726567693,1120,110
4,pheromone_router,86,code-snippet,vector_db,regex_processor,0.3907519143695237,230,25
4,pheromone_router,87,code-snippet,vector_db,regex_processor,0.43815865289297906,230,25
4,pheromone_router,88,factual-lookup,web_search,calculator,-0.04016976698457324,560,65
4,pheromone_router,89,factual-lookup,knowledge_base,small_llm,0.36760781238175844,1120,110
4,pheromone_router,90,factual-lookup,knowledge_base,small_llm,0.31439328523526056,1120,110
4,pheromone_router,91,code-snippet,web_search,small_llm,0.20785962337664904,1500,150
4,pheromone_router,92,math-calculation,vector_db,regex_processor,0.05916301533682437,230,25
4,pheromone_router,93,math-calculation,vector_db,small_llm,-0.05244813093397435,1150,105
4,pheromone_router,94,text-summarization,knowledge_base,small_llm,0.28760444744336433,1120,110
4,pheromone_router,95,math-calculation,web_search,small_llm,-0.18406660564403565,1500,150
4,pheromone_router,96,code-snippet,vector_db,small_llm,0.3465715573489405,1150,105
4,pheromone_router,97,text-summarization,vector_db,small_llm,0.5065074827061257,1150,105
4,pheromone_router,98,math-calculation,vector_db,small_llm,-0.029322270001268635,1150,105
4,pheromone_router,99,code-snippet,knowledge_base,small_llm,0.14700081596517864,1120,110
